Sentencing.court,Step1HigherCulpA,Step1HigherCulpC,Step1HigherCulpD,Step1HigherCulpF,Step1HigherCulpG,Step1HigherCulpI,Step1HigherCulpJ,Step1HigherHarmA,Step1HigherHarmB,Step1HigherHarmC,Step1LowerCulpA,Step1LowerCulpB,Step1LowerCulpC,Step1LowerCulpD,Step1LowerCulpE,Step1LowerHarmA,Aggravating.3,Aggravating.5,Aggravating.9,Aggravating.19,Aggravating.25,Aggravating.26,Aggravating.28,Aggravating.37,Aggravating.44,Aggravating.45,Aggravating.54,Aggravating.55,Aggravating.70,Aggravating.72,Mitigating.3,Mitigating.6,Mitigating.16,Mitigating.20,Mitigating.22,Mitigating.24,Mitigating.25,Mitigating.29,Mitigating.33,Mitigating.36,Mitigating.39,pleafirst,disorder,affray,GBH,intent,common,custody
NA,,,,premeditation,,,use of weapon,serious injury,repeated assault,,,,,,subordinate role gang,,,,,,,,,location,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,good character,,,,,,,genuine remorse,,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
NA,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,,,,,,lack of maturity,good character,,,,,no previous convictions,,,single blow,,,,,grievous bodily harm with intent,,immediate custody
NA,,,,,,,,serious injury,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
NA,,intent more harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
NA,,,,,,,use of weapon,,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,ongoing effect,,,,,,,,,,,,no previous convictions,,genuine remorse,,,,,,grievous bodily harm with intent,,immediate custody
NA,deliberate harm,,leading role gang,premeditation,,,use of weapon,serious injury,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common assault,
3,,,,,against race/religion,,,,,personally vulnerable,lack of premeditation,,,,,,,,,,,,,location,,,,,timing of the offence,,,,,,,,,,,genuine remorse,,,,,,,common assault,
3,,,,,against race/religion,,,,,,,,,,,less serious injury,,against public worker,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,mental disability (general),,,genuine remorse,,early guilty plea,,,,,common assault,immediate custody
3,,,leading role gang,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,,lack of maturity,,,,,,,,,,,,affray,,,,
3,,,,premeditation,,vulnerable victim,use of weapon,,,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,deliberate harm,,,,,,use of weapon,serious injury,,personally vulnerable,,,,,,,,,on bail,,,,,location,,ongoing effect,,,timing of the offence,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,presence of others,,,,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,presence of others,,,,,,,,,,,no previous convictions,,,,,,,,,,
3,,,,,,vulnerable victim,,,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,,,,,,vulnerable victim,,serious injury,repeated assault,personally vulnerable,,,,,,,,against public worker,,,,,,location,,ongoing effect,,,timing of the offence,,,lack of maturity,,,,,,no previous convictions,,genuine remorse,,,,,,,,immediate custody
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,location,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,vulnerable victim,,,repeated assault,,,,,,,less serious injury,,,,,,,,,,,,previous violence,,,addressing addiction,,,,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,
3,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,location,,,presence of others,,,,,,,,,,,,,genuine remorse,,,,,,,,
3,deliberate harm,,,,,,,,repeated assault,,,,,,subordinate role gang,,,,,,,,,,,ongoing effect,,,,,,,,isolated incident,,,,,,,,early guilty plea,,,,,,
3,,,,premeditation,,,,,,,,,,,subordinate role gang,,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,
3,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,good character,isolated incident,,,,,,genuine remorse,single blow,early guilty plea,,,,,,
3,,,,,,,use of weapon,,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,ongoing effect,,,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,use of weapon,serious injury,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,,presence of others,,,,,,good character,,,,,,,,,,,,,,,
3,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,lack of maturity,,,,,,no previous convictions,,,,early guilty plea,,,,,,immediate custody
3,,,,,,,use of weapon,serious injury,,,,,provocation,,,,,,,,,,,,,,,previous violence,,,,,,,,,,,,,single blow,,,,,,,immediate custody
3,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,single blow,early guilty plea,,,,,,
3,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,,,,,,no previous convictions,primary carer,genuine remorse,single blow,early guilty plea,,,,,,
3,,,,,,,,,,,,,,,,,,,,victim forced to leave home,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,personally vulnerable,,,,,,less serious injury,abuse of trust,,,,,,,location,,,presence of others,,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,use of weapon,serious injury,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,,presence of others,,,,,lack of maturity,,,,,,,,genuine remorse,,,,,,,,
3,deliberate harm,,leading role gang,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,on bail,,,,,location,,ongoing effect,,,timing of the offence,,,,,,,,,no previous convictions,,,,,,,,,,immediate custody
3,,,,,,,use of weapon,,repeated assault,,lack of premeditation,,,,,,,against public worker,,,,,,location,,ongoing effect,presence of others,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,,,,,,,immediate custody
3,,,leading role gang,,,vulnerable victim,,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,deliberate harm,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,
3,,intent more harm,,,,,,,,,,,,,,less serious injury,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
3,,,,premeditation,,,,,,,,,,,,less serious injury,,,,,,,,,,,presence of others,,,,,,,,,,,,,,,,,,,,,
3,,,,,against race/religion,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,premeditation,,,,,,,,,,,,less serious injury,,,,,,,,,,,presence of others,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,lack of premeditation,,provocation,selfdefence,,less serious injury,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,
3,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,,,,,
3,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,repeated assault,,lack of premeditation,mental disorder (related to the offence),,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,mental disability (general),no previous convictions,,genuine remorse,,early guilty plea,,,,,,
3,,,,,,,use of weapon,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,presence of others,,,,,,,isolated incident,,medical condition,,,,genuine remorse,single blow,early guilty plea,,,,,,
3,,,,,,,,serious injury,,,,,,selfdefence,,,,against public worker,,,,,,,,,presence of others,,,,,,,,,,,,,,single blow,early guilty plea,,,,,,
3,,,,,,,,,repeated assault,,,,,,subordinate role gang,,,,,,,failure to comply with court orders,,location,,,,previous violence,,,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,immediate custody
3,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,location,,,,,timing of the offence,,,,,,,,,,,,single blow,,,,,,,
3,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,good character,,,,,,,genuine remorse,single blow,early guilty plea,,,,,,
3,,intent more harm,leading role gang,,,vulnerable victim,,,,,,,,,,less serious injury,,,,,,,,,,,presence of others,,timing of the offence,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,,,,,,,,,,,,against public worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,,serious injury,,,,,provocation,selfdefence,,,,,,,,,,location,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,
3,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,single blow,,,,,,,immediate custody
3,,,,,,,,,,,,,,,,,,against public worker,,,,failure to comply with court orders,,,on licence,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,,,,,,vulnerable victim,,serious injury,repeated assault,personally vulnerable,,,,,,,abuse of trust,,,,,failure to comply with court orders,gratuitous degradation,location,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,against race/religion,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,,early guilty plea,,,,,,
3,,,,,,,use of weapon,serious injury,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,failure to respond to warnings,failure to comply with court orders,,location,,ongoing effect,presence of others,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,failure to comply with court orders,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,personally vulnerable,,,,selfdefence,,,,against public worker,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,,,,,,,use of weapon,,repeated assault,personally vulnerable,,,,,,,,,,,,failure to comply with court orders,,,,,,previous violence,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,vulnerable victim,,,repeated assault,personally vulnerable,,,,,,,,,,,,,,location,,,,,,,,,,,,,,no previous convictions,,,,,,,,,,immediate custody
3,,,,,,,,,,personally vulnerable,,,,selfdefence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,single blow,,,,,,,
3,,,leading role gang,premeditation,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,,,,,under influence drugs/alcohol,addressing addiction,,,,,,,,primary carer,genuine remorse,,,,,,,,immediate custody
3,,,,,,,,,repeated assault,,,,,,,,,,on bail,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
3,,,leading role gang,,,,use of weapon,,repeated assault,personally vulnerable,,,,,,less serious injury,,,,,,,,location,,,presence of others,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,provocation,,,less serious injury,,against public worker,,,,,,,,,,,timing of the offence,,,lack of maturity,,isolated incident,,,,,,genuine remorse,,early guilty plea,,,,,,
3,,,,,,vulnerable victim,,,,,lack of premeditation,,,,,less serious injury,,against public worker,,,,,,,,,,,,,,lack of maturity,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,ongoing effect,presence of others,,,,,,,,,,,,,,single blow,early guilty plea,,,,,,immediate custody
3,,,,,,vulnerable victim,,,repeated assault,,,,,,,,abuse of trust,,,victim forced to leave home,,,,location,,ongoing effect,,,,,,,good character,,,,,no previous convictions,primary carer,genuine remorse,,early guilty plea,,,,,,immediate custody
3,,,,,,,,,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,,,,under influence drugs/alcohol,,lack of maturity,good character,,,,,no previous convictions,,genuine remorse,,,,,,,,
3,,,leading role gang,premeditation,,,,serious injury,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,,,,
3,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,,,genuine remorse,,,,,,,,
3,,,,,,vulnerable victim,use of weapon,,repeated assault,personally vulnerable,lack of premeditation,,,,,,,,,,,,,,,ongoing effect,,,,,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,leading role gang,,,,,,,personally vulnerable,,,,,,less serious injury,,,,,,,,location,,ongoing effect,,,,,,lack of maturity,,,,,,no previous convictions,primary carer,,,early guilty plea,,,,,,
3,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,vulnerable victim,use of weapon,,,personally vulnerable,,,,,,,abuse of trust,,,,,failure to comply with court orders,,location,,ongoing effect,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,,serious injury,,,,,,,,less serious injury,,,,,,,,,,ongoing effect,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,,,,,,,,serious injury,repeated assault,personally vulnerable,,,,,,,,,,,,failure to comply with court orders,,location,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
3,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,
3,,,,,,,,,,,lack of premeditation,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,,,genuine remorse,single blow,early guilty plea,,,,,,
3,,,,,,vulnerable victim,,,,,,,,,,less serious injury,,,,,,,,location,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,,,,immediate custody
3,,,,,,,,serious injury,,personally vulnerable,lack of premeditation,,,,,,,,,,,,,location,,,,previous violence,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,use of weapon,,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,good character,isolated incident,lapse of time,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,
3,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,,,,,early guilty plea,,,,,,
3,,,,premeditation,,vulnerable victim,,serious injury,repeated assault,,,,,,,,,,,,,,,location,,,,,timing of the offence,,,lack of maturity,,,,,,no previous convictions,,,,,,,,,,immediate custody
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,,single blow,,,,,,,
3,,,leading role gang,,,vulnerable victim,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,presence of others,,timing of the offence,,,,,,,medical condition,,,,,,,,,,,,immediate custody
3,,,,premeditation,,vulnerable victim,use of weapon,serious injury,repeated assault,personally vulnerable,,,,,,,,,,,,,,location,,ongoing effect,,,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,,,,,,,,,,,,,,,,failure to comply with court orders,,location,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
3,,intent more harm,leading role gang,premeditation,,,,,,,,,,,,less serious injury,,,,,,,,,,ongoing effect,presence of others,,,,,,,,,,,,,,,,,,,,,immediate custody
3,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,location,,,presence of others,,,,,,,,,,,no previous convictions,,,,,,,,,,
3,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,
3,,,,,,vulnerable victim,,,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,addressing addiction,,,,,,,no previous convictions,,,single blow,,,,,,,
3,,,,,,,use of weapon,serious injury,,,,,,,,,,against public worker,on bail,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
3,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
3,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,,,,medical condition,,,,,,,,affray,,,,
3,,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,,,,,,,,,,,,,,,,affray,,,,immediate custody
3,,,,,,,,,,,lack of premeditation,,,,subordinate role gang,,,,,,,,,location,,,,,,,,,,,,medical condition,,,primary carer,,,,,affray,,,,
3,,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,,,,,,,,,,no previous convictions,,,single blow,,,affray,,,,
3,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,isolated incident,,,,,,genuine remorse,single blow,early guilty plea,,,,,,immediate custody
3,,,,,,,,serious injury,,,,,,,,,abuse of trust,,,,,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,,single blow,,,,,,,
3,,intent more harm,,premeditation,,,,,repeated assault,,,,,,,,,,,,,,,,,ongoing effect,,,,,,,good character,,,,,,,,,,,,,,,immediate custody
3,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,location,,,,,timing of the offence,under influence drugs/alcohol,,lack of maturity,,isolated incident,,,,no previous convictions,,,,early guilty plea,,affray,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,location,,,,,,,,,,,,,,,primary carer,,,,,affray,,,,
3,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,primary carer,,,,,affray,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
3,,,,,,,use of weapon,,,personally vulnerable,,,,,,,,against public worker,,,,,,location,,ongoing effect,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,immediate custody
3,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,location,,,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,genuine remorse,single blow,early guilty plea,,affray,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
3,,,,,,,use of weapon,serious injury,,,,mental disorder (related to the offence),,,,,,,,,,,,location,,,,previous violence,timing of the offence,,,lack of maturity,,isolated incident,,,,,,genuine remorse,,early guilty plea,,affray,,,,
3,,,,,,,,,,,lack of premeditation,,,,,,,against public worker,,,,,,location,,,,,,,,,,,,,,,,genuine remorse,,,,affray,,,,
3,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,,,early guilty plea,,affray,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,presence of others,,timing of the offence,,,lack of maturity,good character,,,,,no previous convictions,,,,,,affray,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,,,,,affray,,,,
3,,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,,,,,,,,,,,,,,,,affray,,,,immediate custody
3,,,,,,,,,,,,,,,,,,,,,,,,,,,presence of others,,timing of the offence,,,lack of maturity,,,,,,,,,,,,affray,,,,
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,early guilty plea,,affray,,,,immediate custody
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
3,,,leading role gang,,,,,,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,affray,,,,
3,,,,,,,,,,,,,,,,,,against public worker,,,,,,,,,,,,,addressing addiction,,,,,medical condition,,,,,,early guilty plea,,affray,,,,
3,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,mental disability (general),,primary carer,,,,,affray,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
3,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,previous violence,,,,,,,,,,,,,single blow,,,,,,common assault,immediate custody
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,,,,,,,,,,,,,common assault,
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,,,common assault,immediate custody
3,,,,,,,,,,personally vulnerable,,,,,,less serious injury,,,,,,failure to comply with court orders,,,,,,,,,addressing addiction,,,,,,,,,genuine remorse,,early guilty plea,,,,,common assault,immediate custody
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common assault,immediate custody
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,,,,,,,,,,common assault,
3,,,leading role gang,,,,,,,personally vulnerable,,,,,,,,,,,,,,,,,presence of others,,,,,,good character,,,,,,,,,early guilty plea,,,,,common assault,
3,deliberate harm,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,presence of others,,,,,,,,,,,,,,,,,,,,common assault,immediate custody
3,,,,,,vulnerable victim,,,,personally vulnerable,,,,,,,,,,,failure to respond to warnings,,,location,,ongoing effect,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,common assault,
3,,,,,,,,,,,lack of premeditation,,,,subordinate role gang,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,,,,,,,,common assault,
3,,,,,,,,,,personally vulnerable,,,,,,,,,,,,,,,,,presence of others,,,,addressing addiction,,,,,,,,,genuine remorse,,early guilty plea,,,,,common assault,
3,deliberate harm,intent more harm,,,,vulnerable victim,,serious injury,repeated assault,personally vulnerable,,,,,,,abuse of trust,,,,,failure to comply with court orders,,location,,ongoing effect,,previous violence,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,,common assault,immediate custody
3,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,lack of maturity,good character,,,medical condition,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,common assault,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,early guilty plea,,,,,common assault,
3,,,,,,,,,,,,,,,,less serious injury,,,,,,,,location,,,,,timing of the offence,,,lack of maturity,,,,,,no previous convictions,,genuine remorse,single blow,,,,,,common assault,
